day,profit,CO2_captured
231,4.527508,0.361607
232,7.119866,0.201310
233,3.894396,0.120786
234,0.000000,0.000000
235,5.575480,0.072472
236,-8.963517,0.069573
237,20.411801,0.536828
238,12.724303,1.036400
239,0.000000,0.000000
240,0.213174,0.026090
241,0.000000,0.000000
242,-14.783666,0.000000
243,10.137727,0.536828
244,-15.149407,0.262831
245,50.476982,1.457273
246,0.000000,0.000000
247,0.000000,0.000000
248,0.000000,0.000000
249,0.000000,0.000000
250,0.000000,0.000000
251,1.871228,0.072472
252,6.071412,0.606401
253,44.378025,4.261125
254,54.702747,5.597612
255,26.497220,0.773569
256,-0.586841,0.562918
257,0.150684,1.062490
258,18.930241,0.657614
259,0.000000,0.000000
260,15.750720,1.599318
261,67.964574,5.597612
262,3.453114,0.142045
263,-21.897620,0.000000
264,16.052787,2.398976
265,80.153225,11.195223
266,122.571783,15.193517
267,38.554407,11.994882
268,88.284314,13.524627
269,55.594513,12.864114
270,81.951670,9.931423
271,12.400765,6.861412
272,23.898938,3.998294
273,27.029271,6.327698
274,50.481995,13.663773
275,111.433772,13.594200
276,15.962817,4.797953
277,15.232689,2.935804
278,-12.315027,2.661807
279,52.653850,4.771863
280,-1.271012,1.625407
281,5.669630,2.398976
282,42.903310,8.796247
283,161.804659,12.794541
284,86.139603,11.195223
285,95.233773,11.053179
286,1.892615,5.739656
287,24.456349,4.535122
288,115.783230,13.392889
289,29.262816,8.460729
290,0.217721,2.256932
291,-7.500544,6.075174
292,-0.835335,5.262094
293,31.687449,4.771863
294,129.143667,12.794541
295,164.975404,15.219607
296,136.339935,13.524627
297,22.153313,5.203043
298,111.994847,10.060047
299,168.004493,13.594200
300,52.338610,11.852837
301,36.259739,8.938292
302,60.165480,9.333075
303,40.643606,12.231623
304,12.782418,7.880633
305,5.612199,6.539315
306,72.099086,15.193517
307,144.485228,15.193517
308,213.466791,15.993176
309,296.909975,16.530004
310,277.550664,16.256007
311,263.079381,15.993176
312,207.866259,16.723262
313,135.321514,14.463431
314,198.307268,15.993176
315,209.544534,15.167428
316,172.529138,14.419948
317,184.926514,16.792835
318,86.634168,11.994882
319,107.163687,11.994882
320,122.883744,13.568110
321,82.624622,13.156148
322,85.092373,10.060047
323,212.472181,15.993176
324,241.202940,15.851132
325,200.831557,14.509813
326,112.567613,13.620290
327,94.210142,12.794541
328,214.758055,15.993176
329,289.733282,16.530004
330,281.527533,16.256007
331,147.707823,11.994882
332,12.765304,5.597612
333,84.404001,10.395565
334,120.742216,13.594200
335,88.020378,10.395565
336,77.551637,11.994882
337,81.464496,14.367769
338,23.937942,12.020972
339,36.532040,10.395565
340,46.344800,11.125650
341,37.397760,15.263090
342,-4.045841,11.195223
343,42.795815,7.170839
344,5.999338,4.754470
345,1.073667,0.043483
346,0.000000,0.000000
347,0.000000,0.000000
348,0.000000,0.000000
349,12.486227,0.799659
350,1.022988,0.026090
351,0.000000,0.000000
352,50.376732,6.134440
353,53.379553,3.435376
354,0.000000,0.000000
355,-16.551141,0.026090
356,24.660462,2.398976
357,14.530388,4.797953
358,6.427946,0.799659
359,41.420753,3.172545
360,0.000000,0.000000
361,-12.080041,1.625407
362,78.834832,9.526333
363,201.169848,16.062749
364,197.857641,16.530004
365,95.016755,15.430258
