day,profit,CO2_captured
232,0.262258,1.336487
233,0.000000,0.000000
234,53.454066,4.191552
235,0.000000,0.000000
236,0.000000,0.000000
237,0.000000,0.000000
238,0.000000,0.000000
239,0.000000,0.000000
240,6.071911,0.799659
241,0.000000,0.000000
242,0.000000,0.000000
243,-10.809588,0.069573
244,248.694815,6.732788
245,0.000000,0.000000
246,27.651689,2.037369
247,0.000000,0.000000
248,3.116265,0.799659
249,0.000000,0.000000
250,0.000000,0.000000
251,0.000000,0.000000
252,0.000000,0.000000
253,0.137594,0.026090
254,0.000000,0.000000
255,0.000000,0.000000
256,-4.606001,1.135176
257,21.385246,2.063459
258,20.625094,4.797953
259,31.022972,3.998294
260,136.630746,7.127356
261,70.096341,6.002702
262,16.525904,1.000969
263,0.000000,0.000000
264,8.474720,1.036400
265,51.348486,4.824043
266,11.246324,2.372887
267,4.755870,3.224725
268,65.761818,4.728380
269,-3.116453,3.268208
270,17.455692,1.573228
271,0.000000,0.000000
272,0.216340,0.026090
273,1.528930,2.256932
274,22.342657,3.340680
275,40.183819,4.797953
276,48.217503,3.129062
277,83.684739,4.867526
278,108.980893,6.255226
279,9.390482,1.599318
280,104.650305,5.670083
281,85.834170,5.667185
282,41.035479,4.797953
283,24.024857,3.198635
284,107.866968,5.597612
285,15.647518,2.329404
286,19.024867,5.667185
287,30.144933,1.529745
288,-13.356264,1.668891
289,62.097595,5.528039
290,92.327686,5.597612
291,33.092705,2.442459
292,27.053156,5.623702
293,13.635178,3.198635
294,49.826572,4.728380
295,88.061045,10.000996
296,140.483367,10.859706
297,132.222257,6.255226
298,86.664937,5.739656
299,123.228377,6.134440
300,32.436403,2.519763
301,38.842200,4.939998
302,56.874867,5.597612
303,56.767600,5.455567
304,4.928279,1.671789
305,-11.174142,1.668891
306,61.511983,5.597612
307,41.188037,3.998294
308,89.498562,4.728380
309,142.672114,5.667185
310,92.954879,5.528039
311,0.000000,0.000000
312,0.000000,0.000000
313,65.050074,5.404354
314,34.856686,5.034694
315,14.360882,3.224725
316,90.353305,5.571522
317,93.999562,5.360871
318,22.058693,3.796984
319,12.508508,3.998294
320,64.123290,4.436346
321,24.955351,3.224725
322,0.000000,0.000000
323,26.727020,3.998294
324,93.604058,5.455567
325,2.570762,0.872131
326,32.195758,4.067867
327,67.746932,3.928721
328,84.076768,4.797953
329,12.640386,3.998294
330,33.857896,3.603726
331,70.541037,4.392863
332,125.896993,5.597612
333,1.041087,0.043483
334,0.000000,0.000000
335,0.253066,0.026090
336,0.000000,0.000000
337,0.000000,0.000000
338,0.000000,0.000000
339,98.592460,4.797953
340,-8.980164,0.799659
341,109.699961,4.728380
342,0.000000,0.000000
343,-10.309570,0.869232
344,8.183708,0.335517
345,7.918682,0.201310
346,0.000000,0.000000
347,4.625405,0.120786
348,0.000000,0.000000
349,0.000000,0.000000
350,0.000000,0.000000
351,0.000000,0.000000
352,0.000000,0.000000
353,2.514517,0.072472
354,0.000000,0.000000
355,1.682042,0.043483
356,0.000000,0.000000
357,0.000000,0.000000
358,39.373819,3.224725
359,100.804392,4.797953
360,0.000000,0.000000
361,0.000000,0.000000
362,21.852280,3.198635
363,0.000000,0.000000
364,0.000000,0.000000
365,0.000000,0.000000
