day,profit,CO2_captured
265,61.528070,5.455567
266,25.255790,3.077849
267,28.813428,3.198635
268,24.061765,3.435376
269,-11.295674,2.425066
270,4.064413,1.599318
271,17.754823,1.599318
272,15.481766,3.198635
273,41.370581,4.728380
274,25.004466,5.203043
275,65.084051,4.392863
276,-21.750214,0.069573
277,16.139249,3.998294
278,30.345543,2.136145
279,4.204131,0.120786
280,0.000000,0.000000
281,32.772954,4.140339
282,9.291995,3.534153
283,3.040773,1.263800
284,16.580986,3.998294
285,22.507778,1.529745
286,-17.007281,2.468549
287,37.655947,2.329404
288,14.032915,4.067867
289,86.170197,5.455567
290,30.214162,4.870425
291,-21.198587,0.069573
292,15.610109,1.599318
293,5.460155,3.998294
294,88.393408,5.571522
295,11.345218,3.198635
296,70.769935,5.360871
297,68.516102,5.060784
298,47.998492,4.797953
299,90.411033,9.333075
300,94.580176,5.718398
301,20.503980,2.514931
302,54.039905,4.681998
303,59.998074,4.939998
304,4.579245,2.398976
305,0.000000,0.000000
306,-16.439102,0.000000
307,45.204127,2.329404
308,0.648563,0.606401
309,4.235480,0.120786
310,1.945063,0.072472
311,0.000000,0.000000
312,0.000000,0.000000
313,18.520040,1.668891
314,20.999896,3.972204
315,0.000000,0.000000
316,-6.089828,2.425066
317,31.294640,4.797953
318,-6.742461,0.799659
319,13.811502,1.135176
320,28.544250,3.399946
321,12.800723,1.036400
322,0.000000,0.000000
323,11.131316,2.162235
324,30.574426,3.461466
325,0.000000,0.000000
326,-9.929567,1.599318
327,8.807054,1.934835
328,24.347798,2.863118
329,3.810436,1.573228
330,0.000000,0.000000
331,8.107541,1.599318
332,-16.719434,0.825749
333,54.416453,4.771863
334,0.000000,0.000000
335,0.000000,0.000000
336,0.000000,0.000000
337,0.000000,0.000000
338,0.000000,0.000000
339,0.000000,0.000000
340,0.675140,0.026090
341,0.000000,0.000000
342,0.000000,0.000000
343,0.000000,0.000000
344,0.000000,0.000000
345,0.000000,0.000000
346,0.000000,0.000000
347,0.000000,0.000000
348,0.000000,0.000000
349,0.000000,0.000000
350,0.000000,0.000000
351,0.000000,0.000000
352,0.000000,0.000000
353,0.000000,0.000000
354,0.000000,0.000000
355,0.000000,0.000000
356,0.000000,0.000000
357,0.000000,0.000000
358,0.000000,0.000000
359,0.000000,0.000000
360,0.000000,0.000000
361,0.000000,0.000000
362,15.929215,3.198635
363,0.000000,0.000000
364,0.000000,0.000000
365,0.000000,0.000000
