day,profit,CO2_captured
199,155.657544,4.655908
200,154.573720,5.739656
201,263.947713,7.196929
202,983.349140,7.996588
203,230.657278,7.196929
204,255.046197,6.934098
205,246.059071,7.459760
206,237.399063,7.532447
207,193.920808,6.397270
208,291.577374,7.591498
209,297.702442,5.597612
210,146.325457,4.867526
211,65.770382,2.398976
212,301.082596,3.998294
213,332.255826,4.535122
214,335.336769,5.060784
215,221.942665,5.933129
216,100.728737,3.662777
217,78.622603,1.457273
218,219.800118,6.539315
219,394.507577,7.196929
220,219.372384,6.397270
221,274.567303,7.127356
222,237.264364,7.003671
223,294.518151,6.660101
224,226.406031,7.733757
225,275.805856,6.660101
226,218.436246,7.196929
227,191.795987,5.597612
228,180.476563,4.797953
229,146.482041,3.172545
230,180.847599,5.959219
231,194.597454,6.835322
232,209.983086,6.960188
233,299.715252,7.459760
234,402.600104,7.532447
235,172.992824,6.061753
236,162.925564,5.571522
237,146.334792,5.360871
238,186.191217,6.397270
239,172.889374,6.660101
240,209.867392,7.996588
241,202.762119,7.054885
242,170.143487,6.469742
243,171.624274,6.324799
244,196.273907,6.469742
245,218.378091,6.466843
246,181.561469,6.397270
247,175.896273,6.397270
248,209.898146,4.728380
249,381.908911,3.268208
250,187.351052,3.998294
251,167.276532,4.797953
252,98.275096,2.734494
253,53.760500,2.063459
254,152.039190,4.333811
255,231.032300,6.061753
256,126.198906,4.797953
257,204.452470,6.371181
258,187.545007,6.353787
259,173.004353,6.466843
260,159.023035,6.732788
261,86.020588,3.662777
262,3.531199,0.773569
263,126.367458,4.561212
264,189.732124,6.518057
265,186.518767,6.539315
266,188.513181,6.397270
267,200.805668,7.196929
268,172.299336,6.397270
269,195.644236,6.934098
270,207.188010,7.433670
271,198.156355,7.880633
272,176.835308,6.075174
273,189.996186,6.598581
274,186.112072,6.590529
275,177.682883,7.240412
276,168.403485,6.160529
277,145.176670,5.860443
278,180.221966,6.134440
279,166.257966,5.860443
280,144.366812,5.597612
281,180.555213,6.397270
282,143.477111,5.597612
283,211.211791,5.933129
284,161.749311,6.061753
285,204.065367,6.255226
286,142.956585,5.739656
287,169.850932,5.933129
288,154.805017,5.798922
289,138.299378,6.195960
290,127.006291,5.262094
291,133.569176,4.797953
292,193.277808,5.597612
293,97.811808,3.998294
294,155.212530,6.397270
295,101.560213,3.998294
296,152.314342,5.597612
297,213.978915,7.170839
298,124.428793,6.160529
299,154.649812,5.597612
300,133.070495,6.660101
301,101.985665,3.998294
302,131.138733,5.597612
303,139.497570,4.797953
304,12.622434,0.335517
305,0.000000,0.000000
306,-8.220117,0.464141
307,182.733196,5.133470
308,52.038665,2.063459
309,34.825223,0.799659
310,0.000000,0.000000
311,12.798838,0.799659
312,14.998590,0.799659
313,68.609890,3.534153
314,128.168665,5.262094
315,34.904135,2.329404
316,113.628164,4.067867
317,129.232835,5.455567
318,31.638687,2.541021
319,44.669058,2.398976
320,67.185904,4.535122
321,69.728124,4.261125
322,56.821211,2.372887
323,37.620682,3.198635
324,46.172916,3.998294
325,0.000000,0.000000
326,0.000000,0.000000
327,12.859090,1.625407
328,15.618052,1.336487
329,19.743347,2.635718
330,0.000000,0.000000
331,31.073880,2.425066
332,-7.049408,0.799659
333,113.056358,4.771863
334,0.295568,0.026090
335,0.000000,0.000000
336,-12.953885,0.000000
337,0.000000,0.000000
338,0.000000,0.000000
339,0.000000,0.000000
340,0.000000,0.000000
341,29.336923,0.730086
342,0.000000,0.000000
343,1.253988,0.043483
344,0.000000,0.000000
345,39.358412,1.483363
346,22.880773,0.799659
347,25.550555,0.941703
348,0.000000,0.000000
349,0.000000,0.000000
350,0.000000,0.000000
351,0.000000,0.000000
352,0.000000,0.000000
353,0.000000,0.000000
354,0.000000,0.000000
355,0.000000,0.000000
356,0.000000,0.000000
357,0.000000,0.000000
358,0.000000,0.000000
359,0.000000,0.000000
360,0.000000,0.000000
361,0.000000,0.000000
362,82.026597,4.771863
363,0.000000,0.000000
364,0.000000,0.000000
365,0.000000,0.000000
