day,profit,CO2_captured
266,183.071913,6.397270
267,195.894115,7.196929
268,169.331928,6.397270
269,186.419847,6.732788
270,216.701123,7.661071
271,192.258617,7.733757
272,176.895069,6.195960
273,182.258535,6.598581
274,179.794684,6.634012
275,166.923709,7.196929
276,145.215898,5.623702
277,145.846571,6.397270
278,177.130150,6.255226
279,141.228683,5.739656
280,160.729598,5.933129
281,138.307024,6.061753
282,144.549237,5.597612
283,246.311883,6.255226
284,138.664973,5.739656
285,207.613407,6.255226
286,132.468124,5.739656
287,147.905262,5.597612
288,144.450302,5.933129
289,134.726241,6.061753
290,108.055589,5.334781
291,111.573425,4.261125
292,211.473181,5.597612
293,91.663932,4.333811
294,118.971045,5.262094
295,79.563902,3.735463
296,169.188840,5.860443
297,195.594189,5.933129
298,113.276195,5.262094
299,157.011908,5.571522
300,123.771490,6.758878
301,88.764657,3.662777
302,110.063794,5.597612
303,135.218134,4.797953
304,12.611439,0.335517
305,0.000000,0.000000
306,-8.220855,0.464141
307,196.966575,5.133470
308,44.509154,1.599318
309,7.384881,0.201310
310,0.000000,0.000000
311,3.900212,0.120786
312,0.000000,0.000000
313,18.651310,3.340680
314,107.121340,5.455567
315,4.466292,1.741362
316,-3.533657,1.599318
317,101.373078,5.571522
318,3.660242,2.425066
319,21.524005,2.398976
320,64.982515,4.655908
321,31.712218,4.140339
322,34.227016,2.329404
323,29.385329,3.242118
324,30.265135,3.998294
325,0.000000,0.000000
326,0.000000,0.000000
327,11.523144,1.625407
328,15.196610,1.336487
329,17.206341,2.635718
330,0.000000,0.000000
331,22.547630,2.425066
332,-13.223653,0.799659
333,94.916987,4.771863
334,0.170934,0.026090
335,0.000000,0.000000
336,-12.915943,0.000000
337,0.000000,0.000000
338,0.000000,0.000000
339,0.000000,0.000000
340,13.112674,0.335517
341,0.000000,0.000000
342,0.000000,0.000000
343,0.000000,0.000000
344,0.000000,0.000000
345,8.052591,0.201310
346,0.000000,0.000000
347,4.298055,0.120786
348,0.000000,0.000000
349,0.000000,0.000000
350,0.000000,0.000000
351,0.000000,0.000000
352,0.000000,0.000000
353,0.000000,0.000000
354,0.000000,0.000000
355,0.000000,0.000000
356,0.000000,0.000000
357,0.000000,0.000000
358,0.000000,0.000000
359,0.000000,0.000000
360,0.000000,0.000000
361,0.000000,0.000000
362,27.052556,3.340680
363,0.000000,0.000000
364,0.000000,0.000000
365,0.000000,0.000000
