day,profit,CO2_captured
94,210.705263,11.994882
95,164.371749,7.196929
96,127.938428,7.996588
97,79.151130,6.397270
98,45.253295,6.397270
99,191.389086,7.927015
100,182.713846,10.465137
101,85.934460,7.196929
102,243.372789,7.854543
103,207.728229,7.312884
104,98.021548,5.623702
105,198.261515,6.732788
106,173.574419,6.035663
107,218.374086,10.421654
108,73.456411,4.797953
109,34.447724,3.198635
110,140.935189,6.134440
111,4.080084,0.120786
112,63.636307,4.939998
113,182.812026,10.395565
114,170.756470,6.934098
115,50.676885,5.718398
116,32.493801,3.676197
117,159.677219,6.835322
118,186.166734,7.080974
119,134.425848,6.539315
120,190.716878,7.996588
121,228.354094,7.532447
122,182.861054,7.634981
123,165.939627,7.223019
124,96.967007,6.134440
125,62.726064,5.060784
126,176.835904,7.196929
127,164.598455,7.196929
128,193.468946,7.996588
129,251.548672,8.770157
130,170.479673,7.223019
131,327.561349,8.796247
132,276.163726,7.196929
133,147.871581,7.532447
134,109.460165,6.061753
135,103.932741,5.933129
136,144.757129,8.197899
137,143.752980,7.433670
138,80.239044,5.481657
139,118.666100,6.513225
140,97.595807,6.960188
141,120.533697,7.459760
142,185.067583,7.996588
143,45.322299,5.597612
144,0.000000,0.000000
145,30.811676,1.599318
146,0.000000,0.000000
147,71.670385,5.597612
148,162.378096,7.996588
149,245.992599,8.796247
150,202.780830,7.996588
151,49.669328,4.728380
152,57.967741,5.667185
153,37.347003,3.998294
154,77.317616,5.597612
155,174.146049,7.054885
156,151.769550,6.539315
157,85.653490,4.797953
158,26.328028,2.398976
159,8.014251,0.730086
160,0.000000,0.000000
161,0.000000,0.000000
162,-4.437962,0.869232
163,89.733602,4.771863
164,143.022448,7.196929
165,161.987437,8.358195
166,8.391612,2.063459
167,72.461759,3.928721
168,56.701814,3.805036
169,219.656843,8.917033
170,217.122959,8.675461
171,156.283349,6.397270
172,28.716129,2.398976
173,26.198137,1.036400
174,15.124145,2.162235
175,42.249384,2.635718
176,-0.123785,0.683704
177,28.647844,4.140339
178,42.449484,4.655908
179,-6.501273,2.541021
180,1.203429,1.599318
181,46.468813,3.735463
182,22.907536,5.860443
183,115.596087,10.253520
184,257.623168,13.272103
185,257.870125,12.995851
186,62.369520,10.658395
187,78.638941,7.996588
188,52.580747,6.397270
189,30.385985,5.597612
190,28.658267,5.597612
191,63.682722,7.170839
192,-10.041450,2.425066
193,10.411438,0.799659
194,68.407093,4.655908
195,2.215233,0.072472
196,0.926521,0.043483
197,0.204149,0.026090
198,0.000000,0.000000
199,0.000000,0.000000
200,-12.314197,0.000000
201,31.516796,0.773569
202,0.902157,1.362577
203,-16.029859,0.262831
204,12.926912,0.335517
205,7.454584,0.201310
206,-12.248756,0.262831
207,29.529323,0.730086
208,-6.713326,0.069573
209,13.257789,0.799659
210,14.144159,0.335517
211,0.000000,0.000000
212,0.000000,0.000000
213,0.000000,0.000000
214,58.275719,2.863118
215,24.437819,0.730086
216,0.000000,0.000000
217,0.909750,0.043483
218,34.438322,4.824043
219,87.099437,5.455567
220,2.145244,0.072472
221,0.000000,0.000000
222,1.035002,0.043483
223,0.000000,0.000000
224,-14.582100,0.825749
225,0.000000,0.000000
226,27.843856,0.730086
227,85.059769,3.268208
228,108.316534,3.998294
229,23.941734,1.457273
230,18.711187,0.915614
231,-2.800771,0.825749
232,30.755708,2.398976
233,10.780985,3.198635
234,-19.118201,0.000000
235,14.547806,0.335517
236,0.000000,0.000000
237,0.000000,0.000000
238,-7.143788,0.464141
239,61.258612,3.056591
240,59.439231,4.939998
241,0.000000,0.000000
242,-11.294858,0.000000
243,17.692404,0.335517
244,0.000000,0.000000
245,0.000000,0.000000
246,38.210259,2.863118
247,44.907899,1.599318
248,24.122184,1.599318
249,43.928867,1.135176
250,58.481723,1.237710
251,9.277921,0.825749
252,22.470354,0.536828
253,0.000000,0.000000
254,4.077706,0.120786
255,0.000000,0.000000
256,-9.075310,0.941703
257,28.047290,4.771863
258,84.048546,5.554129
259,66.667348,5.667185
260,169.313102,7.970498
261,94.551274,5.360871
262,-14.554060,0.262831
263,19.356122,0.536828
264,85.402242,4.261125
265,67.484574,5.597612
266,60.826459,4.771863
267,46.769817,4.824043
268,5.956067,3.998294
269,23.877713,3.998294
270,37.693064,4.535122
271,32.501430,4.991211
272,11.053670,3.268208
273,70.471020,6.327698
274,39.282288,5.667185
275,80.641170,4.771863
276,-17.117811,2.425066
277,42.721693,4.797953
278,38.889738,2.372887
279,-5.199196,1.960925
280,14.580230,0.464141
281,27.531774,4.797953
282,47.134557,5.133470
283,19.602852,2.398976
284,34.050271,5.262094
285,25.215471,2.372887
286,-2.386761,4.024384
287,51.116034,5.571522
288,54.502911,4.824043
289,86.693839,5.455567
290,38.184418,4.939998
291,23.075954,1.529745
292,-7.154478,1.668891
293,39.415903,5.597612
294,100.683704,5.597612
295,5.143183,5.597612
296,113.892186,6.397270
297,96.306603,5.571522
298,48.301917,5.623702
299,127.676770,10.395565
300,121.707604,6.934098
301,36.600748,3.391893
302,70.470198,4.725481
303,60.465058,4.939998
304,26.889460,2.935804
305,0.000000,0.000000
306,7.701293,0.262831
307,29.769686,2.935804
308,2.458804,2.661807
309,11.657214,0.536828
310,4.008543,0.120786
311,1.956438,0.072472
312,0.000000,0.000000
313,2.638527,1.668891
314,57.422930,5.455567
315,0.000000,0.000000
316,25.810915,4.114249
317,45.298797,4.824043
318,-2.640173,2.734494
319,18.296584,1.993886
320,35.114605,4.041777
321,11.476140,2.398976
322,0.000000,0.000000
323,30.226585,3.998294
324,38.543322,4.024384
325,0.000000,0.000000
326,-1.533019,2.734494
327,10.153185,2.863118
328,26.554288,3.198635
329,25.733586,2.372887
330,0.000000,0.000000
331,13.533372,1.625407
332,-11.712975,0.799659
333,69.603926,4.728380
334,0.842209,0.043483
335,0.000000,0.000000
336,0.000000,0.000000
337,0.000000,0.000000
338,0.000000,0.000000
339,0.000000,0.000000
340,3.003181,0.799659
341,0.000000,0.000000
342,0.000000,0.000000
343,0.296524,0.026090
344,0.000000,0.000000
345,-12.999648,0.000000
346,0.000000,0.000000
347,0.000000,0.000000
348,0.000000,0.000000
349,0.000000,0.000000
350,0.000000,0.000000
351,0.000000,0.000000
352,0.000000,0.000000
353,0.000000,0.000000
354,0.000000,0.000000
355,0.000000,0.000000
356,0.000000,0.000000
357,0.000000,0.000000
358,0.000000,0.000000
359,0.000000,0.000000
360,0.000000,0.000000
361,0.000000,0.000000
362,41.353472,3.998294
363,0.000000,0.000000
364,0.000000,0.000000
365,0.000000,0.000000
