day,profit,CO2_captured
266,158.543619,6.397270
267,189.752344,7.196929
268,126.584119,5.597612
269,167.046605,6.255226
270,158.491494,6.539315
271,183.187847,7.196929
272,151.000115,6.255226
273,137.739052,6.075174
274,166.534531,6.791839
275,138.239474,6.002702
276,139.340504,6.061753
277,112.152124,5.597612
278,152.909640,6.255226
279,116.558236,5.739656
280,134.334675,5.933129
281,114.333861,5.597612
282,140.814128,6.061753
283,183.262576,5.597612
284,128.039475,6.397270
285,184.355458,6.255226
286,127.464289,5.670083
287,115.645630,5.667185
288,121.775167,5.528039
289,98.599769,5.667185
290,84.115280,5.334781
291,92.638859,4.261125
292,186.387559,5.597612
293,70.757927,3.998294
294,125.060827,5.571522
295,41.684110,2.961894
296,140.914396,5.860443
297,191.862265,6.134440
298,99.846591,5.034694
299,122.205916,5.481657
300,104.361026,5.275515
301,70.690468,3.662777
302,87.517038,4.797953
303,147.346553,5.455567
304,0.000000,0.000000
305,0.000000,0.000000
306,0.000000,0.000000
307,170.680786,4.939998
308,38.178011,1.457273
309,2.085355,0.072472
310,0.000000,0.000000
311,0.000000,0.000000
312,0.000000,0.000000
313,19.019935,3.005377
314,74.189944,4.991211
315,-6.553433,1.668891
316,7.352591,1.135176
317,72.846802,5.236004
318,-5.601862,2.425066
319,8.778229,1.599318
320,57.296927,4.771863
321,16.813570,3.560242
322,5.093260,2.063459
323,29.835371,3.056591
324,18.080632,2.541021
325,0.000000,0.000000
326,0.000000,0.000000
327,24.381470,1.529745
328,-21.952216,0.069573
329,21.681875,0.657614
330,2.759636,0.115955
331,8.256008,2.162235
332,-11.814027,0.262831
333,80.468340,4.797953
334,0.000000,0.000000
335,0.000000,0.000000
336,0.000000,0.000000
337,0.000000,0.000000
338,0.000000,0.000000
339,0.000000,0.000000
340,0.000000,0.000000
341,0.000000,0.000000
342,0.000000,0.000000
343,0.000000,0.000000
344,0.000000,0.000000
345,0.000000,0.000000
346,0.000000,0.000000
347,0.000000,0.000000
348,0.000000,0.000000
349,0.000000,0.000000
350,0.000000,0.000000
351,0.000000,0.000000
352,0.000000,0.000000
353,0.000000,0.000000
354,0.000000,0.000000
355,0.000000,0.000000
356,0.000000,0.000000
357,0.000000,0.000000
358,0.000000,0.000000
359,0.000000,0.000000
360,0.000000,0.000000
361,0.000000,0.000000
362,15.874616,3.198635
363,0.000000,0.000000
364,0.000000,0.000000
365,0.000000,0.000000
